[2023-03-06 05-06-07] d=  7, evals=1.0e+03, k= 50, k_top=  5
   out  : [s =  1.7e+02] Biaschiya Zdkynsp Pyovyumets gyashrnp Kommersant Kommersant
   rev  : [s =  1.7e+02] Biaschiya zdkynsp pyovyumets gyashrnp Kommersant Kommersant

#   748 : loss =  1.7e+02
   inp  : [s =  2.5e+02] ъухвмгс ъоэсйьл пёвюмыц быошийя штшнлхж ътшлшэь ъухвмгс
   out  : [s =  1.7e+02] KOUKHVMGS Kommersyil Pyuvyumyza, Idshnlhzh Kommers
   rev  : [s =  1.7e+02] Koukhvmgs kommersyil pyuveumyza, idshnlhzh kommers

#   749 : loss =  1.7e+02
   inp  : [s =  2.7e+02] ътшлшэь ъфъыхлч дщижщяп ъныуазу бщагчёщ уясъцёь жхнаеыь
   out  : [s =  1.7e+02] Koschlshe Khfykhylch thyuasyap khazhazheshchcheshch
   rev  : [s =  1.7e+02] Koschlshe Khfykhylch thyuasyap khazhazheshchchchchch

#   750 : loss =  1.7e+02
   inp  : [s =  2.9e+02] ъыллщьн ъфкщтнэ вытёщдч жхнаеыь гяшрьнп ъныуазу дщижщяп
   out  : [s =  1.7e+02] Kommersant Koshneshchdch, shkhnai gayashrnp kosuaaza
   rev  : [s =  1.7e+02] Kommersant Koshneshchdch, Shkhnai Gayashrnp Kosuaaza

#   751 : loss =  1.7e+02
   inp  : [s =  2.7e+02] быошийя ъёефнся дщижщяп ъныуазу здкънсп ъфоъкцж ъфъыхлч
   out  : [s =  1.7e+02] I would be Featy -fucked by the binge kayuasu Zdkynsp Kommersant Kommersant
   rev  : [s =  1.8e+02] Я был бы поэтапно, чтобы разыскивать кайуасу zdkynsp Kommersant Kommersant

#   752 : loss =  1.7e+02
   inp  : [s =  2.7e+02] ъбывзлц гфоаььн ъухвмгс гфоаььн птйдфдц ъфоъкцж ъоэсйьл
   out  : [s =  1.7e+02] Kholozlz SHFOAYNN KOUHVMGS SHFOAYN PTIDFDC Kommers
   rev  : [s =  1.7e+02] Kholozlz shfoaynn kouhvmgs shfoayn ptidfdc Kommers

#   753 : loss =  1.7e+02
   inp  : [s =  2.8e+02] ъжлхчлы бщагчёщ гфоаььн ъувщжёь ъухвмгс штшнлхж доцшлны
   out  : [s =  1.7e+02] Knulhchlei glimshchcheshchi nituwan koshvmgs stamp
   rev  : [s =  1.8e+02] Knulhchlei Glimshchchcheshchi Nituwan Koshvmgs Stamp

#   754 : loss =  1.7e+02
   inp  : [s =  2.9e+02] ъжлхчлы гфоаььн бщагчёщ здкънсп пёвюмыц ъокнёйф штшнлхж
   out  : [s =  1.7e+02] Kholkhchli genuine gchagcheshchi Zdkhsnas Povyumets Council
   rev  : [s =  2.0e+02] Kholkchchli подлинный gchagcheshchi zdkhsnas povyumets Совет

#   755 : loss =  1.7e+02
   inp  : [s =  2.7e+02] ъфъыхлч гфоаььн пщмёжны дщижщяп птйдфдц мощыъпз ъфъыхлч
   out  : [s =  1.7e+02] Kommersiclch genuine pchmeshni pchiyap ptidfdz power
   rev  : [s =  1.9e+02] Kommersiclch подлинный Pchmeshni pchiyap ptidfdz Power

#   756 : loss =  1.7e+02
   inp  : [s =  3.0e+02] пщмёжны жхнаеыь йтдкцяе ъбывзлц гяшрьнп ъоэсйьл дщижщяп
   out  : [s =  1.7e+02] Pshmesny shhnyayy ytdksyay koslzlzlz gyashrnp kosyil
   rev  : [s =  1.7e+02] Pshmesny shhnyayy ytdksyay koslzlzlz gyashrnp kosyil

#   757 : loss =  1.7e+02
   inp  : [s =  2.6e+02] быошийя ъфкщтнэ пщмёжны птйдфдц ъоэсйьл ъыллщьн ъфкщтнэ
   out  : [s =  1.7e+02] I would be Kommersnya Pshmesny PTIDFDC kosyil Kommersant
   rev  : [s =  1.7e+02] Я был бы Kommersnya Pshmesny Ptidfdc Kosyil Kommersant

#   758 : loss =  1.7e+02
   inp  : [s =  2.8e+02] гяшрьнп ъыллщьн уясъцёь мощыъпз пёвюмыц бяёщжии ъухвмгс
   out  : [s =  1.7e+02] gyashrnp kosyleshn understanding power Povyumyz Biashzhya Kommersant
   rev  : [s =  1.8e+02] gyashrnp Kosyleshn Понимание власти Povyumyz Biashzhya Kommersant

#   759 : loss =  1.7e+02
   inp  : [s =  2.8e+02] мощыъпз ъжлхчлы ъокнёйф пёвюмыц уясъцёь гяшрьнп штшнлхж
   out  : [s =  1.7e+02] Power of the Kommersant Kovyuyuf Pyovyumets understanding gyashrnp stamp
   rev  : [s =  1.8e+02] Сила Kommersant Kovyuyuf Pyovyumets Понимание марки Gyashrnp

#   760 : loss =  1.7e+02
   inp  : [s =  3.0e+02] зсзгвлэ здкънсп ъбывзлц гфоаььн дщижщяп ъфкщтнэ быошийя
   out  : [s =  1.7e+02] ZSZZGLE ZHALLYSP Kommerslz Gfoann Dnizhchyap Kommersant
   rev  : [s =  1.7e+02] Zszzgle zhallysp kommerslz gfoann dnizhchyap kommersant

#   761 : loss =  1.7e+02
   inp  : [s =  2.7e+02] ъувщжёь гяшрьнп дщижщяп бщагчёщ ъфкщтнэ мощыъпз бйввкшя
   out  : [s =  1.7e+02] Knuvzha Gyashrnp Dchizhchyap Bschagchcheshchi Kommers
   rev  : [s =  1.7e+02] Knuvzha gyashrnp dchizchyap bschagchchchchchi kommers

#   762 : loss =  1.7e+02
   inp  : [s =  2.3e+02] здкънсп пёвюмыц быошийя пёвюмыц зсзгвлэ быошийя ъфъыхлч
   out  : [s =  1.7e+02] Zdnsunsp Pyovyumyza Povyumets Zszgleye Khfykhylch
   rev  : [s =  1.8e+02] Zdnsunsp pyovyumyza povyumets zszgleye khfykhylch

#   763 : loss =  1.7e+02
   inp  : [s =  2.5e+02] доцшлны бщагчёщ штшнлхж пёвюмыц уясъцёь пёвюмыц гяшрьнп
   out  : [s =  1.7e+02] Associate Professor Pyuvyumen Pyovyumets Undyzyatzi Povyumets Gyashrinp
   rev  : [s =  1.9e+02] Доцент Пьювюменен Pyovyumets indyzyatzi povyumets gyashrinp

#   764 : loss =  1.7e+02
   inp  : [s =  2.4e+02] ъувщжёь ъыллщьн дщижщяп вытёщдч дщижщяп ъфъыхлч здкънсп
   out  : [s =  1.7e+02] Knuvzha Kommersant Dchizhshchyap gystschdch dchizhshchyap kovykhlch health
   rev  : [s =  9.3e+01] Knuvzha kommersant dchizhchyap

#   765 : loss =  1.7e+02
   inp  : [s =  2.6e+02] вытёщдч жхнаеыь гяшрьнп гяшрьнп ъухвмгс пёвюмыц ъбывзлц
   out  : [s =  1.7e+02] priestschdch gh - gyashrnp gyashrnp koshvmgs puvyumets Kommersant
   rev  : [s =  1.8e+02] wiestschdch gh - gyashrnp gyashrnp koshvmgs puvyumets kommersant

#   766 : loss =  1.7e+02
   inp  : [s =  2.6e+02] доцшлны ъоэсйьл быошийя вытёщдч доцшлны мощыъпз птйдфдц
   out  : [s =  1.7e+02] Associate Professor Kommersyil Beuty Protyschdch Academic Academic Power Putdfdd
   rev  : [s =  2.0e+02] Доцент профессор Kommersyil beuty protyschdch Academic Power Putdfdd

#   767 : loss =  1.7e+02
   inp  : [s =  2.7e+02] зсзгвлэ бяёщжии бщагчёщ уясъцёь ъбывзлц здкънсп ъныуазу
   out  : [s =  1.7e+02] ZSZZGLE BYAYUSHZHIA BSHEAGCHECHSHECHKEYSKYA Kommersant
   rev  : [s =  1.6e+02] Zszzgle byayushzhia bsheagchechchechkeyskya kommersant

#   768 : loss =  1.7e+02
   inp  : [s =  2.8e+02] здкънсп ъфкщтнэ пщмёжны мощыъпз жхнаеыь ъоэсйьл гфоаььн
   out  : [s =  1.7e+02] ZHALSSP KOFCCHENE PSHMENSH POUSEPZ SHOHNEYAYAYAYAYL
   rev  : [s =  1.8e+02] Zhalssp Kofcchene Pshmensh Pousepz Shohneyayayayl

#   769 : loss =  1.8e+02
   inp  : [s =  2.2e+02] йтдкцяе ъфкщтнэ пёвюмыц доцшлны птйдфдц пёвюмыц доцшлны
   out  : [s =  1.8e+02] YTDKSYYA KOFCCHETE Pyuyumets Academician PTDDC Pyovyumets
   rev  : [s =  1.9e+02] Ytdksyya kofccchete pyuyumets академик Ptddc pyovyumets

#   770 : loss =  1.8e+02
   inp  : [s =  2.8e+02] зсзгвлэ гяшрьнп мощыъпз йтдкцяе ъныуазу ъоэсйьл йтдкцяе
   out  : [s =  1.8e+02] ZSZZGLE Gyashrnp Power of the Ytdksyai Koyuaza Kommersant
   rev  : [s =  1.9e+02] Zszzgle gyashrnp wory of the ytdksyai koyuaza kommersant

#   771 : loss =  1.8e+02
   inp  : [s =  3.1e+02] мощыъпз дщижщяп ъфъыхлч ътшлшэь гфоаььн ъфоъкцж зсзгвлэ
   out  : [s =  1.8e+02] Power of the Dchizhshchyap koshylch konshlshei fthajn koszglev
   rev  : [s =  1.9e+02] Сила dchizhchyap Koshylch Konshlshei fthajn Koszglev

#   772 : loss =  1.8e+02
   inp  : [s =  3.0e+02] гяшрьнп ъухвмгс ъоэсйьл йтдкцяе бщагчёщ пёвюмыц птйдфдц
   out  : [s =  1.8e+02] gyashrnp koshvmgs kosyil ytdksyae gchchagcheshchshchchesh
   rev  : [s =  1.8e+02] gyashrnp Koshvmgs kosyil ytdksyae gchchagchchchchchcheshes

#   773 : loss =  1.8e+02
   inp  : [s =  2.6e+02] гфоаььн пщмёжны ъыллщьн ъокнёйф жхнаеыь ътшлшэь ъбывзлц
   out  : [s =  1.8e+02] SHFOAYNE PSHMENNA KOLLLSHNEKNYOVYUF SHHNEYAYYA
   rev  : [s =  1.7e+02] Shfoayne Pshmenna Kolllshneknovyuf Shhneyayya

#   774 : loss =  1.8e+02
   inp  : [s =  2.8e+02] птйдфдц быошийя пёвюмыц ъокнёйф зсзгвлэ ъныуазу ъбывзлц
   out  : [s =  1.8e+02] PTIDFDC INE POVYUYMS KOKNYUF ZSZZGLE KOYUAZ Kommers
   rev  : [s =  1.8e+02] Ptidfdc ine povyuyms koknyuf zszzgle koyuaz kommers

#   775 : loss =  1.8e+02
   inp  : [s =  2.3e+02] ъёефнся ъфоъкцж пщмёжны здкънсп бйввкшя ъфъыхлч бйввкшя
   out  : [s =  1.8e+02] Knuyeftta Kommersen Pshmeshny Zdkynsp Bvevvkshya Kommers
   rev  : [s =  1.8e+02] Knuyeftta Kommersen Pshmeshny zdkynsp bvevvkshya kommers

#   776 : loss =  1.8e+02
   inp  : [s =  2.3e+02] ъухвмгс ъухвмгс бйввкшя бяёщжии вытёщдч ътшлшэь ъфкщтнэ
   out  : [s =  1.8e+02] KOKHVMGS KOUKHVMGS BVEVKSHYA BYAYUSHIA PROTHSHDCHDCH Kommersant
   rev  : [s =  1.9e+02] Kokhvmgs koukhvmgs bvevkshya byayushia prothshdchdch kommersant

#   777 : loss =  1.8e+02
   inp  : [s =  2.6e+02] ъбывзлц бщагчёщ ъёефнся ъбывзлц доцшлны зсзгвлэ жхнаеыь
   out  : [s =  1.8e+02] Kommersantz Bschagchshchchi Knuyefnza Kommerslz Assem
   rev  : [s =  1.7e+02] Kommersantz bschagchchchchi knuyefnza kommerslz asse

#   778 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъоэсйьл ъфоъкцж гяшрьнп вытёщдч ъбывзлц ъныуазу ъыллщьн
   out  : [s =  1.8e+02] Kommersyil kosyashrnp gagdchdch koslzlzlslz kayuaz
   rev  : [s =  1.9e+02] Kommersyil Kosyashrnp Gagdchdch Koslzlzlslz Kayuaz

#   779 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъыллщьн ъувщжёь зсзгвлэ бяёщжии вытёщдч гяшрьнп ъёефнся
   out  : [s =  1.8e+02] Kommersant Zszglevi Biashzhiy Protyschdch gyashrinp
   rev  : [s =  1.8e+02] Kommersant zszglevi biashzhiy protyschdch gyashrinp

#   780 : loss =  1.8e+02
   inp  : [s =  2.6e+02] ъфоъкцж гфоаььн ъыллщьн вытёщдч бйввкшя бйввкшя ъёефнся
   out  : [s =  1.8e+02] Kommerse KFISHN KHLLLSNSHNSHDCHDCH BVEVKSHYY BIVVKSHYA
   rev  : [s =  1.7e+02] Kommerse kfishn klllsnshnshdchdch bvevkshyy bivvkshya

#   781 : loss =  1.8e+02
   inp  : [s =  2.7e+02] ъоэсйьл йтдкцяе ъфъыхлч ъухвмгс йтдкцяе пщмёжны ътшлшэь
   out  : [s =  1.8e+02] Kommersyil ytdksya kahykhlch koshvmgs ytdksyai pchmesny
   rev  : [s =  1.8e+02] Kommersyil ytdksya kahykhlch koshvmgs ytdksyai pchmesny

#   782 : loss =  1.8e+02
   inp  : [s =  2.3e+02] ъёефнся гфоаььн уясъцёь бяёщжии гфоаььн ъныуазу здкънсп
   out  : [s =  1.8e+02] Cyeephneshny Undyzyatziyshzhiyi confoajn konuaz
   rev  : [s =  1.8e+02] Cyeephneshny indyzyatziishzhiyi confoajn Konuaz

#   783 : loss =  1.8e+02
   inp  : [s =  2.3e+02] быошийя бщагчёщ зсзгвлэ бщагчёщ штшнлхж бщагчёщ ъфъыхлч
   out  : [s =  1.8e+02] I would be the conjug -shaped zszgleshwhe shchnlhje bscchcheshch
   rev  : [s =  1.7e+02] Я был бы конъюгированным zszgleshwhe shchnlhje bscchchchchch

#   784 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъокнёйф бщагчёщ доцшлны зсзгвлэ штшнлхж ъфоъкцж ъыьгрвх
   out  : [s =  1.8e+02] Council of secondary marks of the Acdlescenta ZSZGLESHELESHZHZHA Kommers
   rev  : [s =  1.9e+02] Совет вторичных отметок Acdlescenta Zszglesheleshzhzha kommers

#   785 : loss =  1.8e+02
   inp  : [s =  2.5e+02] ъувщжёь ъокнёйф пёвюмыц доцшлны дщижщяп ъныуазу ъыллщьн
   out  : [s =  1.8e+02] Knuvzhata Kovyuyuf Pyovyumets Associate Professor Dchizhchyap Kommersant Kommersant
   rev  : [s =  2.1e+02] Knuvzhata kovyuyuf pyovyumets доцент профессор Dchizchyap Kommersant Kommersant

#   786 : loss =  1.8e+02
   inp  : [s =  2.6e+02] гфоаььн ъжлхчлы мощыъпз птйдфдц ъёефнся мощыъпз доцшлны
   out  : [s =  1.8e+02] SHFOAYNN KOLHHCHLY POWERS PTIDFDC CHOOEFNE POWERS Academic Association
   rev  : [s =  1.8e+02] Shfoaynn Kolhchly Powers Ptidfdc Choefne Powers Academic Association

#   787 : loss =  1.8e+02
   inp  : [s =  2.6e+02] ъухвмгс ъфкщтнэ здкънсп дщижщяп ъныуазу ътшлшэь ъыллщьн
   out  : [s =  1.8e+02] KOUKHVMGS KOFKSHCHSHENSP DHCHSHSHYAP KOYUAZ Kommersant
   rev  : [s =  1.8e+02] Koukhvmgs kofkshchshensp dhchshyap koyuaz kommersant

#   788 : loss =  1.8e+02
   inp  : [s =  2.9e+02] дщижщяп вытёщдч гяшрьнп ъжлхчлы птйдфдц бйввкшя доцшлны
   out  : [s =  1.8e+02] Bukeschyap gyashrnp koslkhchly ptidfdz bvevkshya
   rev  : [s =  1.9e+02] Bukeschyap gyashrnp Koslkhchly ptidfdz bvevkshya

#   789 : loss =  1.8e+02
   inp  : [s =  2.7e+02] пщмёжны ъыьгрвх быошийя штшнлхж ъокнёйф птйдфдц ъжлхчлы
   out  : [s =  1.8e+02] Pshmesny Kommersnya Knowl -hut Caulofe Ptidfdz Kommersant
   rev  : [s =  1.8e+02] Pshmesny Kommersnya Knowl -Hut Caulof Ptidfdz Kommersant

#   790 : loss =  1.8e+02
   inp  : [s =  2.7e+02] гяшрьнп ътшлшэь зсзгвлэ бйввкшя пёвюмыц бйввкшя ъыллщьн
   out  : [s =  1.8e+02] Gyashrnp Kommersant Zszgle Bvevvkshya Povyumets bvevkshya Kommersant
   rev  : [s =  1.8e+02] Gyashrnp Kommersant zszgle bvevvkshya povyumets bvevkshya kommersant

#   791 : loss =  1.8e+02
   inp  : [s =  2.9e+02] мощыъпз пёвюмыц гфоаььн дщижщяп ъухвмгс ъфоъкцж штшнлхж
   out  : [s =  1.8e+02] Power Pyovyumets SHFOAYNN DHIHSHYAP KOUKHVMGS Kommersant
   rev  : [s =  1.8e+02] Power pyovyumets shfoaynn dhihshyap koukhvmgs kommersant

#   792 : loss =  1.8e+02
   inp  : [s =  2.7e+02] бщагчёщ ъфкщтнэ быошийя зсзгвлэ ъжлхчлы вытёщдч ъфоъкцж
   out  : [s =  1.8e+02] Pravaghcheshchi Khfkshchneyye Zszglevykhlhchly priest
   rev  : [s =  2.0e+02] Pravaghchcheshchi khfkshchneyye zszglevykhlhchly священник

#   793 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъухвмгс дщижщяп мощыъпз доцшлны пёвюмыц ътшлшэь бйввкшя
   out  : [s =  1.8e+02] KOKHVMGS DHCHSHYAP POODSHPZ Acadeshny Povyumets Kommersant
   rev  : [s =  1.9e+02] Kokhvmgs dhchshyap poodshpz acadeshny povyumets kommersant

#   794 : loss =  1.8e+02
   inp  : [s =  2.3e+02] бйввкшя штшнлхж ътшлшэь штшнлхж ъыьгрвх мощыъпз ъыьгрвх
   out  : [s =  1.8e+02] bvevkshya psynlhja katshlshee stashnlhzh khagrvh power
   rev  : [s =  1.8e+02] bvevkshya psynlhja katshlshee stashnlhzh khagrvh power

#   795 : loss =  1.8e+02
   inp  : [s =  2.7e+02] здкънсп ъокнёйф ъфоъкцж гфоаььн ъувщжёь дщижщяп бяёщжии
   out  : [s =  1.8e+02] ZHAYNSP KOKNYYUF KOFOKTSZH SEVNISHYASHYAYA of the BYAYUSHYA
   rev  : [s =  2.1e+02] Zhaynsp Koknyyuf Kofoktszh Sevnishyashyaya of Byayushya

#   796 : loss =  1.8e+02
   inp  : [s =  2.8e+02] бйввкшя птйдфдц пёвюмыц гяшрьнп ъокнёйф доцшлны уясъцёь
   out  : [s =  1.8e+02] Bivevkshya PTDDC Pyuvyumets gyashrnp kookneifa
   rev  : [s =  1.7e+02] Bivevkshya ptddc pyuvemets gyashrnp kookneifa

#   797 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъыллщьн здкънсп жхнаеыь доцшлны уясъцёь йтдкцяе ъухвмгс
   out  : [s =  1.8e+02] Kommersant Khkhnayy, Khhneshlnya Undyznets Ytdksyai Kommersant
   rev  : [s =  1.6e+02] Kommersant khhnayy, khneshlnya undyznets ytdksyai kommersant

#   798 : loss =  1.8e+02
   inp  : [s =  2.3e+02] пщмёжны уясъцёь бяёщжии здкънсп дщижщяп дщижщяп вытёщдч
   out  : [s =  1.8e+02] PSHMEVNYSKY IMACHICHICHICHIA ZHAYSNSP DHIZHSHYAP DNIZHSHSHYAP
   rev  : [s =  1.9e+02] Pshmevnysky imachichichiachia Zhaysnsp dhizhshyap dnizhshyap

#   799 : loss =  1.8e+02
   inp  : [s =  2.4e+02] доцшлны гяшрьнп ътшлшэь бйввкшя здкънсп ъжлхчлы гяшрьнп
   out  : [s =  1.8e+02] Academician Gyashrnp Kommersant Bvevvkshya Zdkynsp Kommersant Gyashrinp
   rev  : [s =  1.8e+02] Академик gyashrnp Kommersant bvevvkshya zdkynsp Kommersant gyashrinp

#   800 : loss =  1.8e+02
   inp  : [s =  2.3e+02] ъувщжёь бяёщжии штшнлхж ъокнёйф ъбывзлц жхнаеыь ъбывзлц
   out  : [s =  1.8e+02] Knight of the Byanchzhiye Stshnlhzh kovyuf koslzlzlz huts
   rev  : [s =  1.7e+02] Knight of Byanchzhiye stshnlhzh kovyuf koslzlzlz Huts

#   801 : loss =  1.8e+02
   inp  : [s =  2.9e+02] гфоаььн пщмёжны зсзгвлэ птйдфдц штшнлхж доцшлны гяшрьнп
   out  : [s =  1.8e+02] SHFAYNN Pshmesny Zszglev Ptidfdz Stshnlhja Academic Academy
   rev  : [s =  1.9e+02] Shfaynn Pshmesny zszglev ptidfdz Stshnlhja Academic Academy

#   802 : loss =  1.8e+02
   inp  : [s =  2.8e+02] бйввкшя ъувщжёь дщижщяп быошийя бяёщжии зсзгвлэ ъокнёйф
   out  : [s =  1.8e+02] bvevkshya kommers -to -be -byazhniye byazchzhiy ZSZZGEVE
   rev  : [s =  1.7e+02] bvevkshya kommers -be -byazhniye byazchzhiy zszzgeve

#   803 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ъфъыхлч бйввкшя бщагчёщ ъёефнся гфоаььн ъбывзлц вытёщдч
   out  : [s =  1.8e+02] Kommersant Bwevkshya Bschagcheshchi Knuyefnes Syuzhn Kommers
   rev  : [s =  1.7e+02] Kommersant bwevkshya bschagchcheshi knuyefnes syuzhn kommers

#   804 : loss =  1.8e+02
   inp  : [s =  2.7e+02] доцшлны зсзгвлэ ътшлшэь гяшрьнп уясъцёь уясъцёь ъфъыхлч
   out  : [s =  1.8e+02] Assistance to ZSZZGLE KOSHLSHLSHEL GYASHRNP Undyzyatz.
   rev  : [s =  1.8e+02] Помощь Zszzgle Koshlshlshel Gyashrnp undyzyatz.

#   805 : loss =  1.8e+02
   inp  : [s =  2.9e+02] ъыллщьн гяшрьнп пёвюмыц штшнлхж птйдфдц ъухвмгс ъбывзлц
   out  : [s =  1.8e+02] Kommersant Gyashrnp Pyuvyumets Stshnlhzh PTDDFDC Kommers
   rev  : [s =  1.8e+02] Kommersant gyashrnp pyuveumets stshnlhzh ptddfdc Kommers

#   806 : loss =  1.9e+02
   inp  : [s =  2.2e+02] пщмёжны мощыъпз ъфоъкцж пщмёжны йтдкцяе здкънсп йтдкцяе
   out  : [s =  1.9e+02] PSHMEVNO POODSIPZA Kommersant Pshmesny Ytdksyai Zdkint ytdksyae
   rev  : [s =  1.8e+02] Pshmevno poodsipza Kommersant pshmesny ytdksyai zdkint ytdksyae

#   807 : loss =  1.9e+02
   inp  : [s =  2.5e+02] бяёщжии дщижщяп ъыьгрвх зсзгвлэ ъыьгрвх ъныуазу ъыллщьн
   out  : [s =  1.9e+02] Biaschiye biashchiyap koszglov khagrvh khauaza khaleshchin
   rev  : [s =  1.7e+02] Biaschiye Biashchiyap Koszglov Khagrvh Khauza Khaleshchin

#   808 : loss =  1.9e+02
   inp  : [s =  2.3e+02] дщижщяп ъфкщтнэ здкънсп здкънсп жхнаеыь доцшлны ъныуазу
   out  : [s =  1.9e+02] thythevyap koshchchensd ZHASNSP ZHKHNEYAYAYAYAYASEVA Kommers
   rev  : [s =  1.9e+02] Thithevyap Koshchchensd Zhasnsp ZhkhneyAyayayaseva Kommers

#   809 : loss =  1.9e+02
   inp  : [s =  2.5e+02] ъфъыхлч птйдфдц бщагчёщ быошийя ъбывзлц ъфкщтнэ ъфъыхлч
   out  : [s =  1.9e+02] Kommersant -Khhlch PTIDC BSHEAGESHYYYA KOLOSHRAZHLC Kommersant
   rev  : [s =  1.7e+02] Kommersant -khlch ptidc bsheageshyyya koloshrazhlc kommersant

#   810 : loss =  1.9e+02
   inp  : [s =  2.9e+02] йтдкцяе ъфкщтнэ жхнаеыь пёвюмыц штшнлхж бщагчёщ гфоаььн
   out  : [s =  1.9e+02] YTDKSYYA KOFCCHENE SHOVYYAYA Pyuyumets stashnlhzh.
   rev  : [s =  1.8e+02] Ytdksyya Kofcchene Shovyyaya pyuyumets Stashnlhzh.

#   811 : loss =  1.9e+02
   inp  : [s =  2.9e+02] штшнлхж пёвюмыц бйввкшя уясъцёь ъжлхчлы ъфкщтнэ зсзгвлэ
   out  : [s =  1.9e+02] Shtshnlhzh Pyuvyumets bvevvkshya understanding Kommersant Koszglev
   rev  : [s =  2.0e+02] Shtshnlhzh pyuveumets bvevvkshya Понимание Kommersant Koszglev

#   812 : loss =  1.9e+02
   inp  : [s =  2.7e+02] ъфоъкцж ъжлхчлы ъбывзлц птйдфдц йтдкцяе ътшлшэь штшнлхж
   out  : [s =  1.9e+02] Kommersant Koslkhchli Kommersants PTDDC YTDKSYAYA KOSHLSHELSHELSHEL
   rev  : [s =  1.9e+02] Kommersant Koslkhchli Kommersants ptddc ytdksyaya koshlshelshelshel

#   813 : loss =  1.9e+02
   inp  : [s =  2.0e+02] ъфкщтнэ жхнаеыь ъухвмгс пщмёжны здкънсп здкънсп здкънсп
   out  : [s =  1.9e+02] IFKSHSHT Shkhnyayy KoshVMGS PSHMEZHNYA HAVE NAS NSP NSP NSP NSP
   rev  : [s =  1.8e+02] Ifksht shkhnyyy koshvmgs pshmezhnya имеет Nas nsp nsp nsp nsp

#   814 : loss =  1.9e+02
   inp  : [s =  2.7e+02] зсзгвлэ гфоаььн гяшрьнп гфоаььн ъбывзлц ъжлхчлы жхнаеыь
   out  : [s =  1.9e+02] ZSZZGLE SHFOAYNN gyashrnp nyann koslzlzlts khlhchlah
   rev  : [s =  1.9e+02] Zszzgle shfoaynn gyashrnp nyann koslzlzlts khlhchlah

#   815 : loss =  1.9e+02
   inp  : [s =  2.5e+02] ътшлшэь уясъцёь ъбывзлц зсзгвлэ вытёщдч зсзгвлэ дщижщяп
   out  : [s =  1.9e+02] Kommersant Kommersant Koszlz Zszglevschdch Zszglee Dchizhshchyap
   rev  : [s =  1.9e+02] Kommersant Kommersant Koszlz zszglevschdch zszglee dchizhchyap

#   816 : loss =  1.9e+02
   inp  : [s =  2.6e+02] штшнлхж вытёщдч бщагчёщ ъыьгрвх ъоэсйьл ъоэсйьл ъфъыхлч
   out  : [s =  1.9e+02] Shtshnlkhzh priestshdch gchagchcheshchi kosyil khaysyil kosykhilch
   rev  : [s =  1.9e+02] Shtshnlkhzh nipshdch gchagchchcheshchi kosyil khaysyil kosykhilch

#   817 : loss =  1.9e+02
   inp  : [s =  2.8e+02] ъбывзлц ъфоъкцж ъухвмгс зсзгвлэ пёвюмыц вытёщдч доцшлны
   out  : [s =  1.9e+02] Kommerslz Kommersant Koszglov ZSZGLE Pyovyumets priestschdch
   rev  : [s =  2.0e+02] Kommerslz Kommersant Koszglov Zszgle Pyovyumets westschdch

#   818 : loss =  1.9e+02
   inp  : [s =  3.0e+02] йтдкцяе гфоаььн зсзгвлэ уясъцёь бяёщжии мощыъпз доцшлны
   out  : [s =  1.9e+02] YTDKSYYA SHFAYN ZSZGLE EXTRACES BYAYASHIA POODSYPZ Academician
   rev  : [s =  2.1e+02] Ytdksyya Shfayn Zszgle Extarces Byayashia Poodsypz Academician

#   819 : loss =  1.9e+02
   inp  : [s =  2.5e+02] ъувщжёь вытёщдч зсзгвлэ быошийя зсзгвлэ ъухвмгс бщагчёщ
   out  : [s =  1.9e+02] Knuvyzhny Protheshchdch ZSZGLEYA ZSZZGLE KOUKHVMGS BSHAG
   rev  : [s =  1.9e+02] Knuvyzhny protheshchdch zszgleya zszzgle koukhvmgs bshag

#   820 : loss =  1.9e+02
   inp  : [s =  2.8e+02] доцшлны птйдфдц йтдкцяе гфоаььн штшнлхж бйввкшя йтдкцяе
   out  : [s =  1.9e+02] Associate Professions PTDDC YTDKSYYA SHETSHNTSHNLHZH BIVVKSHYA YTDKSYAYA
   rev  : [s =  2.0e+02] Ассоциированные профессии ptddc ytdksyya shetshntshnlhzh bivvkshya ytdksyaya

#   821 : loss =  1.9e+02
   inp  : [s =  2.9e+02] жхнаеыь гфоаььн ъокнёйф йтдкцяе ъжлхчлы гяшрьнп мощыъпз
   out  : [s =  1.9e+02] grunts of the fievn kovyuyuf ytdksya koslkhchly gyashrnp power
   rev  : [s =  2.0e+02] Гранты Fievn Kovyuyuf ytdksya koslkhchly gyashrnp power

#   822 : loss =  1.9e+02
   inp  : [s =  1.8e+02] ъёефнся ъокнёйф ъокнёйф здкънсп штшнлхж ъокнёйф доцшлны
   out  : [s =  1.9e+02] Knuyeftta Knight Knuyuyuf Zdkensp Stshnlhzh Knuyuf Academician
