[2023-03-05 00-40-47] d=  7, evals=1.0e+03, k= 50, k_top=  5
   out  : [s =  1.7e+02] hhyoosch hhyoiye zhayshchs yybekhs gmxhjn bgajeey
   rev  : [s =  1.7e+02] hhyoosch hhyoiye zhayshchs yybekhs gmxhjn bgajeey

#   750 : loss =  1.7e+02
   inp  : [s =  2.5e+02] бжкльлш зсзгвлэ бёацсжю бгаьъэы бжкльлш мжвлвфж бжкльлш
   out  : [s =  1.7e+02] bjkllsch zszgvle byoatszhu bganyy bjkllsch mzhvlvfzh bjkllsch
   rev  : [s =  1.7e+02] bjkllsch zszgvle byoatszhu bganyy bjkllsch mzhvlvfzh bjkllsch

#   751 : loss =  1.7e+02
   inp  : [s =  2.0e+02] бреощее жцчыщцй жьрэиэф жьрэиэф жьрцэъо зжнмкьъ бреощее
   out  : [s =  1.7e+02] Breauxhalla žhyshchyv Žhreif Žhreif Žhreif Žhmnk Žhmk Žhreauxhalla
   rev  : [s =  1.8e+02] Бреохалла Žhyshchyv Žhreif Žhreif Žhreif Žhmnk Žhmk Žhreauxhalla

#   752 : loss =  1.7e+02
   inp  : [s =  2.5e+02] фйвьжиы оощвишн жаьйщсч оощвишн фйвьжиы ккзёйьи ъйлбмфь
   out  : [s =  1.7e+02] fyvizhi ovozhvishnnyh zhayyshch ovozhvishnnyh fyvizhi kkzoyi ylbmfy
   rev  : [s =  2.0e+02] фывижи овожвишных жайыщ овожвишных фывижи ккзои йлбмфй

#   753 : loss =  1.7e+02
   inp  : [s =  2.8e+02] гмххъьн ыьбэъхс гбьъьиэ бысёъгч ъйлбмфь жьрэиэф рыьдяно
   out  : [s =  1.7e+02] gmxhjn yybekhs gbjiehs gbjiehs yyilbmfh jefe rydyano
   rev  : [s =  1.7e+02] gmxhjn yybekhs gbjiehs gbjiehs yyilbmfh jefe rydyano

#   754 : loss =  1.7e+02
   inp  : [s =  2.9e+02] бгаьъэы мжвлвфж чтьёиэе ккзёйьи ктлтксь жьрцэъо жьрцэъо
   out  : [s =  1.7e+02] bgaiyy mzhvlvfzh chtiyeye kkzeyi ktltksi zhyrtseo zhyrtseo
   rev  : [s =  1.7e+02] bgaiyy mzhvlvfzh chtiyeye kkzeyi ktltksi zhyrtseo zhyrtseo zhyrtseo

#   755 : loss =  1.7e+02
   inp  : [s =  2.3e+02] чъръпьм ъйлбмфь гбьъьиэ жьрцэъо чёхёшьч чёхёшьч оощвишн
   out  : [s =  1.7e+02] hjrpym gbjfj gbjjie gjrcjeo hjrpym hjrpym hjrpym hjrpym oshovvishnjh
   rev  : [s =  1.7e+02] hjrpym gbjfj gbjjie gjrcjeo hjrpym hjrpym hjrpym hjrpym hjrpym oshovvishnjh

#   756 : loss =  1.7e+02
   inp  : [s =  2.7e+02] ккзёйьи бёацсжю мжвлвфж быншийя гмххъьн фйвьжиы бёацсжю
   out  : [s =  1.7e+02] kkzoyi boeatszhu mzhvlvfzh former gmxhyyn fyvzhi boeatszhu
   rev  : [s =  1.8e+02] kkzoyi boeatszhu mzhvlvfzh бывший gmxhyyn fyvzhi boeatszhu

#   757 : loss =  1.7e+02
   inp  : [s =  2.4e+02] жьрэиэф бгаьъэы жаьйщсч бреощее ъйлбмфь рыьдяно ъйлбмфь
   out  : [s =  1.7e+02] Jereif bgaiyy zhayyshch breioshchy ylbmfy rydyano ylbmfy
   rev  : [s =  1.9e+02] Жерейф бгайы жайыщ брейощы йлбмфй рыдяно йлбмфй

#   758 : loss =  1.7e+02
   inp  : [s =  3.2e+02] ктлтксь фйвьжиы жаьйщсч бфзскйт бреощее быншийя мжвлвфж
   out  : [s =  1.7e+02] ktltqs fyvijy zhayshtsch bfzskjt brejskej mzhvlvfj
   rev  : [s =  1.7e+02] ktltqs fyvijy zhayshtsch bfzskjt brejska mzhvlvfj

#   759 : loss =  1.7e+02
   inp  : [s =  3.2e+02] бжкльлш ыьбэъхс жцчыщцй жаьйщсч зсзгвлэ бреощее ккзёйьи
   out  : [s =  1.7e+02] bjklsh yybekhs zhechyshchy zhayshchschs zszgvlei kkzoyi
   rev  : [s =  1.7e+02] bjklsh yybekhs zhechyshchy zhayshchschs zszgvlei kkzoyi

#   760 : loss =  1.7e+02
   inp  : [s =  3.1e+02] чтьёиэе бфзскйт бреощее зжнмкьъ жаьйщсч ъйлбмфь ыьбэъхс
   out  : [s =  1.7e+02] bfzskjt breo ct znnmkjs zhayshchs zhjlbmfjs zhjbekhs
   rev  : [s =  1.7e+02] bfzskjt breo ct znnmkjs zhayshchs zhjlbmfjs zhjbekhs

#   761 : loss =  1.7e+02
   inp  : [s =  2.7e+02] гмххъьн бреощее ъоэсйьл пдлешйщ ъйлбмфь чъръпьм жцчыщцй
   out  : [s =  1.7e+02] gmhxhjn breoecheshyjl pdlesthmfjjschem zhuchyjschem
   rev  : [s =  1.7e+02] gmhxhjn breoecheshyjl pdlesthmfjjschem zhuchyjschem

#   762 : loss =  1.7e+02
   inp  : [s =  2.7e+02] зжнмкьъ бфзскйт чёхёшьч гбьъьиэ ъоэсйьл гмххъьн ъоэсйьл
   out  : [s =  1.7e+02] zzhnmkj bfzskjt czekhjoshch gbjiej gmhhjin gmhjin gmhjin gmhjin gmhjin
   rev  : [s =  1.7e+02] zzhnmkj bfzskjt czekhjoshch gbjiej gmhhjin gmhjin gmhjin gmhjin gmhjin gmhjin gmhjin gmhjin gmhjin

#   763 : loss =  1.7e+02
   inp  : [s =  2.6e+02] зжнмкьъ ъйлбмфь фйвьжиы бгаьъэы рыьдяно рыьдяно гзйкщчж
   out  : [s =  1.7e+02] zznnmkj yjlbmfj fjvijy bgajy rydyano rydyano gzekshchj
   rev  : [s =  1.7e+02] zznnmkj yjlbmfj fjvijy bgajy rydyano rydyano gzekshchj

#   764 : loss =  1.7e+02
   inp  : [s =  2.6e+02] рыьдяно жцчыщцй бреощее жьрцэъо чъръпьм мжвлвфж рыьдяно
   out  : [s =  1.7e+02] Ryedyano Rychyshchychevsky Brezhnevye Zhertsevom mzhvlvfzh Ryedyano
   rev  : [s =  1.9e+02] Рыдъяно Рычищичевский Брежневые Жерцевом мжвлвфж Рыдъяно

#   765 : loss =  1.7e+02
   inp  : [s =  3.2e+02] бгаьъэы бфзскйт чёхёшьч мжвлвфж ыьбэъхс жаьйщсч жцчыщцй
   out  : [s =  1.7e+02] bgajehy bfzskjt czeczcj mjvlvfj yybekhs zhajszcz zhajszczcj
   rev  : [s =  1.7e+02] bgajehy bfzskjt czeczcj mjvlvfj yybekhs zhajszcz zhajszczcj

#   766 : loss =  1.7e+02
   inp  : [s =  2.8e+02] бгаьъэы чтьёиэе жьрцэъо гбьъьиэ гзйкщчж ыьбэъхс бреощее
   out  : [s =  1.7e+02] bgaiyy cheeze zhirzeye gbiyye gzikshchzh yybekhs breochnoye
   rev  : [s =  1.7e+02] bgaiyy cheeze zhirzeye gbiyye gzikshchzh yybekhs breochnoye

#   767 : loss =  1.7e+02
   inp  : [s =  2.3e+02] мжвлвфж жцчыщцй мжвлвфж жьрэиэф ктлтксь мжвлвфж оощвишн
   out  : [s =  1.7e+02] mzhvlvfzh zhuchyshchiy mzhvlvfzh zhureif ktltks mzhvlvfzh oshovishniy
   rev  : [s =  1.9e+02] мжвлвфж жучищий мжвлвфж журейф ктлткс мжвлвфж ошовишный

#   768 : loss =  1.7e+02
   inp  : [s =  2.6e+02] зжнмкьъ фйвьжиы ъйлбмфь быншийя ыьбэъхс чъръпьм быншийя
   out  : [s =  1.7e+02] zzhnmky fyvizhi yilbmfy yybekhs ch'ryhm yybekhm yybekhm yybekhm
   rev  : [s =  1.7e+02] zzhnmky fyvizhi yilbmfy yybekhs ch'ryhm yybekhm yybekhm yybekhm yybekhm yybekhm yybekhm

#   769 : loss =  1.7e+02
   inp  : [s =  2.5e+02] жьрэиэф жьрцэъо фйвьжиы оощвишн бфзскйт чъръпьм бфзскйт
   out  : [s =  1.7e+02] Jreif Jreif fyvizhi ovoshvishn bfzskjt chjrjpym bfzskjt
   rev  : [s =  1.9e+02] Жрейф Жрейф фывижи овошвишн бфзскжт чжржпым бфзскжт

#   770 : loss =  1.7e+02
   inp  : [s =  2.9e+02] бфзскйт ыьбэъхс жьрцэъо рыьдяно жьрцэъо ккзёйьи жцчыщцй
   out  : [s =  1.7e+02] bfzskjt yybekhs zhyrezho rydjano zhyrezho kkzejji zhchyshchy
   rev  : [s =  1.9e+02] bfzskjt yybekhs жырежо рыджано жырежо ккзеджи жчыщы

#   771 : loss =  1.7e+02
   inp  : [s =  2.8e+02] жцчыщцй гбьъьиэ жьрцэъо бфзскйт ощуъиъв бжкльлш гзйкщчж
   out  : [s =  1.7e+02] gjcyshchj ggye gjrzej bfzskjt sensuiv bjklsh gjcyshchj
   rev  : [s =  1.7e+02] gjcyshchj ggye gjrzej bfzskjt sensuiv bjklsh gjcyshchj

#   772 : loss =  1.7e+02
   inp  : [s =  2.8e+02] ыьбэъхс чъръпьм гзйкщчж ктлтксь бгаьъэы ощуъиъв чтьёиэе
   out  : [s =  1.7e+02] yybekhs ch'rypym gzikshchj ktltqs bgajeev tchyoiee
   rev  : [s =  1.7e+02] yybekhs ch'rypym gzikshchj ktltqs bgajeev tchyoiee

#   773 : loss =  1.7e+02
   inp  : [s =  2.1e+02] бфзскйт ъйлбмфь дачэщйч чёхёшьч быелръъ чёхёшьч чёхёшьч
   out  : [s =  1.7e+02] bfzskjt jlbmfj dachschechechchchchchchchchchjochechchchchjochechchchjochechchjochechchjochechjochechjochechchjochechjochechjochechjochechjochej
   rev  : [s = -1.0e+00] 

#   774 : loss =  1.7e+02
   inp  : [s =  3.0e+02] ктлтксь гмххъьн ктлтксь рыьдяно гбьъьиэ бёацсжю бгаьъэы
   out  : [s =  1.7e+02] ktltqs gmxhjn ktltqs rydjano gbyjie bjoatszhu bganyy
   rev  : [s =  1.7e+02] ktltqs gmxhjn ktltqs rydjano gbyjie bjoatszhu bganyy

#   775 : loss =  1.7e+02
   inp  : [s =  3.0e+02] бжкльлш гбьъьиэ зжнмкьъ дачэщйч ыьбэъхс бгаьъэы гзйкщчж
   out  : [s =  1.7e+02] bjklsh gbjjije znnmkj dachaeshchyj yybekhs gbjjkshchj
   rev  : [s =  1.7e+02] bjklsh gbjjije znnmkj dachaeshchyj yybekhs gbjjkshchj

#   776 : loss =  1.7e+02
   inp  : [s =  3.2e+02] ктлтксь гбьъьиэ оощвишн бгаьъэы жаьйщсч ъйлбмфь фйвьжиы
   out  : [s =  1.7e+02] ktltkx gbiye oshovyshn bgaiyy zhayshch ylbmfy fyvizhy
   rev  : [s =  1.7e+02] ktltkx gbiye oshovyshn bgaiyy zhayshch ylbmfy fyvizhy

#   777 : loss =  1.7e+02
   inp  : [s =  2.6e+02] гзйкщчж жьрцэъо ыьбэъхс ыьбэъхс ощуъиъв гмххъьн ктлтксь
   out  : [s =  1.7e+02] gjcjcj jrceo yybekhs yybekhs sensuiiv gmkhhjn ktltqs
   rev  : [s =  1.7e+02] gjcjcj jrceo yybekhs yybekhs sensuiiv gmkhhjn ktltqs

#   778 : loss =  1.7e+02
   inp  : [s =  2.7e+02] гбьъьиэ жьрэиэф гзйкщчж ъоэсйьл бфзскйт бжкльлш быелръъ
   out  : [s =  1.7e+02] gbjieef jreif gzikshchj yoesjjl bfzskjt bjklsh bjelrj
   rev  : [s =  1.7e+02] gbjieef jreif gzikshchj yoesjjl bfzskjt bjklsh bjelrj

#   779 : loss =  1.7e+02
   inp  : [s =  2.5e+02] гбьъьиэ гмххъьн чтьёиэе ыьбэъхс гбьъьиэ ъоэсйьл чёхёшьч
   out  : [s =  1.7e+02] gbiye gmxhjn che cheojeje yybekhs gbiye yoosjl cheojechch
   rev  : [s =  1.7e+02] gbiye gmxhjn che cheojeje yybekhs gbiye yoosjl cheojechch

#   780 : loss =  1.7e+02
   inp  : [s =  2.8e+02] бфзскйт жьрэиэф бжкльлш оощвишн гмххъьн дачэщйч гмххъьн
   out  : [s =  1.7e+02] bfzskjt zhreif bjklsh oshovishn gmxhynn dachaeshch gmxhynn
   rev  : [s =  1.7e+02] bfzskjt zhreif bjklsh oshovishn gmxhynn dachaeshch gmxhynn

#   781 : loss =  1.7e+02
   inp  : [s =  2.6e+02] быншийя чёхёшьч гбьъьиэ дачэщйч рыьдяно ыьбэъхс бреощее
   out  : [s =  1.7e+02] The former chekheyshchyy gbiyiyeh dachshchyayeshchhsheyeshsheyeshsheyeshshey
   rev  : [s =  1.3e+02] Бывший чехейщы гбийех дачщяещщ

#   782 : loss =  1.7e+02
   inp  : [s =  2.7e+02] быелръъ бжкльлш пдлешйщ фйвьжиы чёхёшьч бжкльлш зсзгвлэ
   out  : [s =  1.7e+02] Byelrich bzhklsh pdleshaysh fyvizhy chehoshch bzhklsh zszgvleh
   rev  : [s =  2.0e+02] Белрих бжклш пдлешайш фывижы чехощ бжклш зшгвлэх

#   783 : loss =  1.7e+02
   inp  : [s =  2.5e+02] пдлешйщ гзйкщчж быелръъ жцчыщцй ктлтксь жьрэиэф жьрэиэф
   out  : [s =  1.7e+02] The first one is the Gzekshchj byelrj zhuchyshchj ktltks zhreif zhreif zhreif zhreif
   rev  : [s =  2.2e+02] Первый - Гзекшчж быелрж жучищж ктлткс жрйф жрйф жрйф жрйф жрйф

#   784 : loss =  1.8e+02
   inp  : [s =  2.9e+02] бфзскйт ыьбэъхс гзйкщчж ъйлбмфь рыьдяно гмххъьн бфзскйт
   out  : [s =  1.8e+02] bfzskjt yybekhs gzikshchj ylbmfj rydyano gmxhjn bfzskjt
   rev  : [s =  1.8e+02] bfzskjt yybekhs gzikshchj ylbmfj rydyano gmxhjn bfzskjt

#   785 : loss =  1.8e+02
   inp  : [s =  3.1e+02] бфзскйт зсзгвлэ бреощее жцчыщцй гмххъьн гзйкщчж чёхёшьч
   out  : [s =  1.8e+02] bfzskjt zsrzgvlje brejszej zhomxhjn gzikszczej chehoczschj
   rev  : [s =  1.8e+02] bfzskjt zsrzgvlje brejszej zhomxhjn gzikszczej chehoczschj

#   786 : loss =  1.8e+02
   inp  : [s =  2.0e+02] чёхёшьч чёхёшьч ъйлбмфь бысёъгч мжвлвфж зжнмкьъ мжвлвфж
   out  : [s =  1.8e+02] czeczecz czeczecz yjlbmfj bysjogz mzvlvfj zznmkj mzvlvfj
   rev  : [s =  1.4e+02] чечечече yjlbmfj bysjogz mzvlvfj zznmkj mzvlvfj

#   787 : loss =  1.8e+02
   inp  : [s =  3.0e+02] быншийя быелръъ ктлтксь ыьбэъхс фйвьжиы бжкльлш мжвлвфж
   out  : [s =  1.8e+02] The former former ktltkx yybekhs fyvijy bzhklsh mzhvlvfzh
   rev  : [s =  1.8e+02] Бывший бывший ktltkx yybekhs fyvijy bzhklsh mzhvlvfzh

#   788 : loss =  1.8e+02
   inp  : [s =  2.8e+02] бфзскйт жьрэиэф бёацсжю бгаьъэы ъйлбмфь бреощее щосющйе
   out  : [s =  1.8e+02] bfzskjt zhreif bjoatszhu bganyy ylbmfy brezhuschey
   rev  : [s =  1.8e+02] bfzskjt zhreif bjoatszhu bganyy ylbmfy brezhuschey

#   789 : loss =  1.8e+02
   inp  : [s =  2.1e+02] мжвлвфж ощуъиъв ощуъиъв гзйкщчж гзйкщчж зжнмкьъ чёхёшьч
   out  : [s =  1.8e+02] mzhvlvfzh sensuiiv sensuiiv gzikshchzh gzikshchzh zzennmkj chehoshch
   rev  : [s =  2.0e+02] мжвлвфж сенсуив сенсуив гзикщж гзикщж ззеннмкж чехошч

#   790 : loss =  1.8e+02
   inp  : [s =  2.3e+02] быншийя бжкльлш чёхёшьч быншийя чёхёшьч жьрцэъо гмххъьн
   out  : [s =  1.8e+02] formerly bjklsche chegoshch formerly chegoshchschegshch zhertseo gmkhhynn
   rev  : [s =  1.7e+02] ранее бжклще чегощ ранее чегощщегщ жерцео гмххынн

#   791 : loss =  1.8e+02
   inp  : [s =  3.3e+02] ктлтксь зжнмкьъ мжвлвфж зсзгвлэ бёацсжю чтьёиэе бреощее
   out  : [s =  1.8e+02] ktltkx zmnmkyj mzhvlvfzh zszgrevlej boatsvlej chelovejnej
   rev  : [s =  1.8e+02] ktltkx zmnmkyj mzhvlvfzh zszgrevlej boatsvlej chelovejnej

#   792 : loss =  1.8e+02
   inp  : [s =  2.4e+02] бжкльлш гзйкщчж бжкльлш оощвишн жьрцэъо оощвишн бёацсжю
   out  : [s =  1.8e+02] bjklsh gzikshchj bjklsh oshovvishniy zhircej oshovishniy bjoatszhu
   rev  : [s =  1.8e+02] бжклш гзикщж бжклш ошовишний жирцей ошовишний бжоацжу

#   793 : loss =  1.8e+02
   inp  : [s =  2.5e+02] жьрэиэф гзйкщчж чёхёшьч жьрцэъо гбьъьиэ бысёъгч дачэщйч
   out  : [s =  1.8e+02] gyreif gzekszczej chehoshch gyrezzej gbjiej gbjiej daczejzejch
   rev  : [s =  1.2e+02] герейф гзек чехощ герезей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей гбжей

#   794 : loss =  1.8e+02
   inp  : [s =  2.7e+02] чтьёиэе бёацсжю бфзскйт бфзскйт гмххъьн чёхёшьч мжвлвфж
   out  : [s =  1.8e+02] hIe bIeatsjy bfzskjt bfzskjt gmxhjn hjocheshch mjvlvfj
   rev  : [s =  1.8e+02] hIe bIeatsjy bfzskjt bfzskjt gmxhjn hjocheshch mjvlvfj

#   795 : loss =  1.8e+02
   inp  : [s =  2.7e+02] бжкльлш быншийя мжвлвфж гмххъьн бжкльлш ктлтксь бгаьъэы
   out  : [s =  1.8e+02] bzhklsh bylshiyya mzhvlvfzh gmxhjn bzhklsh ktltqs bganyy
   rev  : [s =  1.8e+02] bzhklsh bylshiyya mzhvlvfzh gmxhjn bzhklsh ktltqs bganyy

#   796 : loss =  1.8e+02
   inp  : [s =  2.9e+02] быелръъ бгаьъэы жьрэиэф гзйкщчж зсзгвлэ ктлтксь дачэщйч
   out  : [s =  1.8e+02] Byelorr bgajef gzjkcsvlj zszgvlj ktltqs dachaschjach
   rev  : [s =  1.8e+02] Byelorr bgajef gzjkcsvlj zszgvlj ktltqs dachaschjach

#   797 : loss =  1.8e+02
   inp  : [s =  3.3e+02] ктлтксь бгаьъэы фйвьжиы жаьйщсч гзйкщчж зжнмкьъ оощвишн
   out  : [s =  1.8e+02] ktltqs bgajy fyvijy zhayshshchj zzhnmqy zhozhvishnj
   rev  : [s =  1.8e+02] ktltqs bgajy fyvijy zhayshshshchj zzhnmqy zhozhvishnj

#   798 : loss =  1.8e+02
   inp  : [s =  3.0e+02] быелръъ бфзскйт бёацсжю бгаьъэы гбьъьиэ мжвлвфж фйвьжиы
   out  : [s =  1.8e+02] Byelrj bfzskjt byoatsju bgajyy gbjiye mjvlvfj fjvijy
   rev  : [s =  1.8e+02] Byelrj bfzskjt byoatsju bgajyy gbjiye mjvlvfj fjvijy

#   799 : loss =  1.8e+02
   inp  : [s =  2.7e+02] ккзёйьи зжнмкьъ ккзёйьи бреощее чъръпьм ыьбэъхс жьрцэъо
   out  : [s =  1.8e+02] kkzieyi zmnmk kkzieyi breo czrpym yybekhs zhertzeo
   rev  : [s =  1.8e+02] kkzieyi zmnmk kkzieyi breo czrpym yybekhs zhertzeo

#   800 : loss =  1.8e+02
   inp  : [s =  2.5e+02] ккзёйьи бёацсжю гзйкщчж гзйкщчж гбьъьиэ бжкльлш гмххъьн
   out  : [s =  1.8e+02] kkzieyi byoatszhu gzikshchzh gzikshchzh gbjiye bzhklsh gmxhjn
   rev  : [s =  1.8e+02] kkzieyi byoatszhu gzikshchzh gzikshchzh gbjiye bzhklsh gmxhjn

#   801 : loss =  1.8e+02
   inp  : [s =  2.6e+02] гмххъьн гзйкщчж дачэщйч зжнмкьъ быншийя фйвьжиы гбьъьиэ
   out  : [s =  1.8e+02] gmhxhjn gzekshchj dachshchjn zmnmkj former fyviji gbjiee
   rev  : [s =  1.9e+02] gmhxhjn gzekshchj dachshchjn zmnmkj бывший fyviji gbjiee

#   802 : loss =  1.8e+02
   inp  : [s =  2.5e+02] гбьъьиэ чёхёшьч ыьбэъхс гзйкщчж гзйкщчж рыьдяно ъоэсйьл
   out  : [s =  1.8e+02] gbiiye chehyehshch yybekhs gzekshchzh gzekshchzh rydyano yoosyil
   rev  : [s =  2.1e+02] гбиие чехьехщ йыбекхс гзекщж гзекщж рыдяно йоусиил

#   803 : loss =  1.8e+02
   inp  : [s =  2.9e+02] мжвлвфж жьрцэъо ккзёйьи ктлтксь ощуъиъв бгаьъэы фйвьжиы
   out  : [s =  1.8e+02] mzhvlvfzh zhirzo kkzeyi ktltksi sensuiv bganyy fyvizhi
   rev  : [s =  1.8e+02] mzhvlvfzh zhirzo kkzeyi ktltksi sensuiv bganyy fyvizhi

#   804 : loss =  1.8e+02
   inp  : [s =  2.2e+02] мжвлвфж гзйкщчж жьрэиэф рыьдяно зжнмкьъ гзйкщчж жьрэиэф
   out  : [s =  1.8e+02] mzhvlvfzh gzikshchzh zhareyef rydiano zmnkъ gzikshchzh zhareyef
   rev  : [s =  1.7e+02] мжвлвфж гзикщж жарейеф ридиано змнкъ гзикщж жарейеф

#   805 : loss =  1.8e+02
   inp  : [s =  2.5e+02] гмххъьн жьрцэъо гмххъьн бжкльлш оощвишн гбьъьиэ жаьйщсч
   out  : [s =  1.8e+02] gmxhjn zhirtseo gmxhjn bjklsh oshchvishn gbjije zhayshchch
   rev  : [s =  1.8e+02] gmxhjn zhirtseo gmxhjn bjklsh oshchvishn gbjije zhayshchch

#   806 : loss =  1.8e+02
   inp  : [s =  2.6e+02] гмххъьн чъръпьм ыьбэъхс ыьбэъхс бжкльлш жцчыщцй ктлтксь
   out  : [s =  1.8e+02] gmxhjn ccrpm yybekhs yybekhs bzhklsh zhtschyshchy ktltksy
   rev  : [s =  1.8e+02] gmxhjn ccrpm yybekhs yybekhs bzhklsh zhtschyshchy ktltksy

#   807 : loss =  1.8e+02
   inp  : [s =  3.1e+02] ккзёйьи рыьдяно бжкльлш ктлтксь ыьбэъхс ъйлбмфь жьрцэъо
   out  : [s =  1.8e+02] kkzeyy rydyano bzhklsh ktltqs yybekhs yylbmfy zhertzeo
   rev  : [s =  1.8e+02] kkzeyy rydyano bzhklsh ktltqs yybekhs yylbmfy zhertzeo

#   808 : loss =  1.8e+02
   inp  : [s =  2.6e+02] гмххъьн гмххъьн пдлешйщ бёацсжю бреощее жцчыщцй ыьбэъхс
   out  : [s =  1.8e+02] gmxhjn gmxhjn pdleshysh beyatszhu brezhu zhuchyshchy zhebekhs
   rev  : [s =  2.0e+02] gmxhjn gmxhjn пдлшыш бяцжу брежу жучыщы жэбэхс

#   809 : loss =  1.8e+02
   inp  : [s =  3.1e+02] бфзскйт ктлтксь гбьъьиэ оощвишн зсзгвлэ гмххъьн бфзскйт
   out  : [s =  1.8e+02] bfzskjt ctltkx gbjiee oshchvyshn zszgvleh gmxhjn bfzskjt
   rev  : [s =  1.8e+02] bfzskjt ctltkx gbjiee oshchvyshn zszgvleh gmxhjn bfzskjt

#   810 : loss =  1.8e+02
   inp  : [s =  2.7e+02] гбьъьиэ бгаьъэы пдлешйщ пдлешйщ гзйкщчж ыьбэъхс жцчыщцй
   out  : [s =  1.8e+02] gbiye bganye pdleshaysh pdleshaysh gzikshchzh yybekhs zhtschytschy
   rev  : [s =  2.1e+02] гбие бганье пдлешайш пдлешайш гзикщж йыбекхс жцщыцщы

#   811 : loss =  1.8e+02
   inp  : [s =  2.6e+02] гзйкщчж жьрэиэф жьрцэъо жцчыщцй чъръпьм гмххъьн рыьдяно
   out  : [s =  1.8e+02] gzikshchj zhreif zhreif zhcyshchyzchy zhreepm gmkhhjn rydyano
   rev  : [s =  1.9e+02] гзикщж жреиф жреиф жчищжы жреипм гмххжн рыдяно

#   812 : loss =  1.8e+02
   inp  : [s =  2.8e+02] ощуъиъв гмххъьн бгаьъэы ктлтксь бжкльлш быншийя мжвлвфж
   out  : [s =  1.8e+02] tHe tHe gMhIv gMhHyN bgAy ktltKs bjklsh former mzhvlvfzh
   rev  : [s =  2.0e+02] tHe tHe gMhIv gMhHyN bgAy ktltKs bjklsh бывший mzhvlvfzh

#   813 : loss =  1.8e+02
   inp  : [s =  3.0e+02] бгаьъэы зжнмкьъ гмххъьн фйвьжиы мжвлвфж гбьъьиэ чтьёиэе
   out  : [s =  1.8e+02] bgaiyy zmnmkyy gmxhjn fyvjyy mzhvlvfzh gbiyye chtieyee
   rev  : [s =  1.8e+02] bgaiyy zmnmkyy gmxhjn fyvjyy mzhvlvfzh gbiyye chtieyee

#   814 : loss =  1.8e+02
   inp  : [s =  2.7e+02] жьрэиэф гбьъьиэ бфзскйт чёхёшьч фйвьжиы ктлтксь гмххъьн
   out  : [s =  1.8e+02] gjreif gbjieff bfzskjt choecheshch fjvijy ktltqs gmxhjn
   rev  : [s =  1.8e+02] gjreif gbjieff bfzskjt choecheshch fjvijy ktltqs gmxhjn

#   815 : loss =  1.8e+02
   inp  : [s =  2.8e+02] гзйкщчж ктлтксь гбьъьиэ быелръъ ощуъиъв бжкльлш ъоэсйьл
   out  : [s =  1.8e+02] gjiktschj ktltkx gbjije byelrv sensuiv bjklsh yoosjl
   rev  : [s =  1.8e+02] gjiktschj ktltkx gbjije byelrv sensuiv bjklsh yoosjl

#   816 : loss =  1.8e+02
   inp  : [s =  3.1e+02] гбьъьиэ ккзёйьи бфзскйт зсзгвлэ ыьбэъхс чтьёиэе жьрцэъо
   out  : [s =  1.8e+02] gbjiye ccjiye bfzskjt zszgvlje yybekhs chjieje zhirzeo
   rev  : [s =  1.8e+02] gbjiye ccjiye bfzskjt zszgvlje yybekhs chjieje zhirzeo

#   817 : loss =  1.8e+02
   inp  : [s =  2.9e+02] бфзскйт гбьъьиэ мжвлвфж ыьбэъхс ыьбэъхс быелръъ гмххъьн
   out  : [s =  1.8e+02] bfzskjt gbjyje mzhvlvfzh yybekhs yybekhs byelr gmkhhjn
   rev  : [s =  1.8e+02] bfzskjt gbjyje mzhvlvfzh yybekhs yybekhs byelr gmkhhjn

#   818 : loss =  1.8e+02
   inp  : [s =  2.8e+02] жаьйщсч гзйкщчж бжкльлш фйвьжиы жьрцэъо гбьъьиэ ъйлбмфь
   out  : [s =  1.8e+02] jayshchs gzikshchzh bzhklsh fyvizhi jirjo gbiye ьlbmfj
   rev  : [s =  1.8e+02] jayshchs gzikshchzh bzhklsh fyvizhi jirjo gbiye ьlbmfj

#   819 : loss =  1.8e+02
   inp  : [s =  2.4e+02] жьрэиэф жьрэиэф чтьёиэе ккзёйьи мжвлвфж жьрцэъо пдлешйщ
   out  : [s =  1.8e+02] Giriev Giriev Giriev Cheoiye kkzoyi mzhvlvfzh Girievo pdleshaysh
   rev  : [s =  2.0e+02] Гириев Гириев Гириев Гириев Чеоие ккзои мжвлвфж Гириево пдлешаиш

#   820 : loss =  1.9e+02
   inp  : [s =  3.1e+02] жаьйщсч гбьъьиэ бысёъгч ктлтксь ыьбэъхс бгаьъэы мжвлвфж
   out  : [s =  1.9e+02] Jayshtsch gbjiegch ktltqs yybekhs bgajej mjvlvfj
   rev  : [s =  1.9e+02] Jayshtsch gbjiegch ktltqs yybekhs bgajej mjvlvfj

#   821 : loss =  1.9e+02
   inp  : [s =  2.6e+02] ъоэсйьл чёхёшьч бфзскйт ккзёйьи оощвишн жьрцэъо бфзскйт
   out  : [s =  1.9e+02] ºEsjL choch bfzskjt kczeyi ovoschivshenn zhirzo bfzskjt
   rev  : [s =  1.9e+02] ºEsjL чох бфзскжт кчеи овощившенн жирзо бфзскжт

